order_id,order_date,item_id,vendor_id,quantity,unit_price,total_price
83,2024-01-13,13,9,36,500.0,18000.0
84,2024-01-13,49,19,12,2200.0,26400.0
85,2024-01-13,14,9,35,600.0,21000.0
86,2024-01-13,15,10,41,120.0,4920.0
87,2024-01-13,20,12,93,250.0,23250.0
88,2024-01-13,40,20,65,900.0,58500.0
89,2024-01-14,62,29,66,2500.0,165000.0
90,2024-01-14,50,19,45,1800.0,81000.0
91,2024-01-14,68,11,65,500.0,32500.0
92,2024-01-14,68,11,59,500.0,29500.0
93,2024-01-14,2,2,66,9500.0,627000.0
94,2024-01-15,40,20,61,900.0,54900.0
95,2024-01-15,20,12,63,250.0,15750.0
96,2024-01-15,78,15,73,400.0,29200.0
97,2024-01-15,27,15,53,500.0,26500.0
98,2024-01-15,1,1,55,7500.0,412500.0
99,2024-01-15,53,23,52,1200.0,62400.0
100,2024-01-16,2,2,98,9500.0,931000.0
101,2024-01-16,48,13,89,500.0,44500.0
102,2024-01-16,52,22,33,800.0,26400.0
103,2024-01-16,25,14,11,200.0,2200.0
104,2024-01-16,25,14,76,200.0,15200.0
105,2024-01-17,2,2,73,9500.0,693500.0
106,2024-01-17,43,8,90,30.0,2700.0
107,2024-01-17,44,9,16,50.0,800.0
108,2024-01-17,15,10,41,120.0,4920.0
109,2024-01-17,12,8,30,800.0,24000.0
110,2024-01-17,16,10,93,200.0,18600.0
111,2024-01-17,51,21,74,1500.0,111000.0
112,2024-01-17,60,29,97,400.0,38800.0
113,2024-01-17,46,5,38,800.0,30400.0
114,2024-01-17,46,5,28,800.0,22400.0
115,2024-01-17,6,5,22,1400.0,30800.0
116,2024-01-17,3,4,37,12000.0,444000.0
117,2024-01-18,5,5,32,900.0,28800.0
118,2024-01-18,76,13,20,150.0,3000.0
119,2024-01-18,49,19,13,2200.0,28600.0
120,2024-01-19,5,5,50,900.0,45000.0
121,2024-01-19,41,6,73,40.0,2920.0
122,2024-01-19,55,24,45,1800.0,81000.0
123,2024-01-19,48,13,16,500.0,8000.0
124,2024-01-19,74,7,49,80.0,3920.0
125,2024-01-19,69,19,77,150.0,11550.0
126,2024-01-19,42,6,42,60.0,2520.0
127,2024-01-19,41,6,21,40.0,840.0
128,2024-01-19,25,14,51,200.0,10200.0
129,2024-01-19,70,19,59,80.0,4720.0
130,2024-01-20,4,4,98,9000.0,882000.0
131,2024-01-20,54,24,74,2000.0,148000.0
132,2024-01-20,68,11,75,500.0,37500.0
133,2024-01-20,33,18,26,320.0,8320.0
134,2024-01-20,6,5,70,1400.0,98000.0
135,2024-01-20,56,25,65,3500.0,227500.0
136,2024-01-20,72,11,43,40.0,1720.0
137,2024-01-20,16,10,93,200.0,18600.0
138,2024-01-21,38,3,54,550.0,29700.0
139,2024-01-21,73,7,99,100.0,9900.0
140,2024-01-21,2,2,71,9500.0,674500.0
141,2024-01-21,12,8,27,800.0,21600.0
142,2024-01-21,66,18,40,900.0,36000.0
143,2024-01-21,49,19,33,2200.0,72600.0
144,2024-01-21,59,28,56,1200.0,67200.0
145,2024-01-21,53,23,67,1200.0,80400.0
146,2024-01-22,48,13,49,500.0,24500.0
147,2024-01-22,41,6,49,40.0,1960.0
148,2024-01-22,8,6,94,4500.0,423000.0
149,2024-01-22,73,7,33,100.0,3300.0
150,2024-01-22,12,8,93,800.0,74400.0
151,2024-01-22,18,11,28,1500.0,42000.0
152,2024-01-22,43,8,40,30.0,1200.0
153,2024-01-22,12,8,71,800.0,56800.0
154,2024-01-22,28,16,82,150.0,12300.0
155,2024-01-22,37,3,84,600.0,50400.0
156,2024-01-22,74,7,53,80.0,4240.0
157,2024-01-23,36,2,63,1500.0,94500.0
158,2024-01-23,19,12,66,80.0,5280.0
159,2024-01-23,13,9,42,500.0,21000.0
160,2024-01-23,67,12,43,750.0,32250.0
161,2024-01-23,70,19,31,80.0,2480.0
162,2024-01-23,49,19,60,2200.0,132000.0
163,2024-01-23,65,18,78,450.0,35100.0
164,2024-01-23,66,18,29,900.0,26100.0
165,2024-01-24,15,10,31,120.0,3720.0
166,2024-01-25,13,9,98,500.0,49000.0
167,2024-01-25,10,7,87,50.0,4350.0
168,2024-01-25,69,19,70,150.0,10500.0
169,2024-01-25,42,6,47,60.0,2820.0
170,2024-01-25,77,13,15,250.0,3750.0
171,2024-01-25,51,21,43,1500.0,64500.0
172,2024-01-25,45,5,29,700.0,20300.0
173,2024-01-25,22,13,96,750.0,72000.0
174,2024-01-25,43,8,61,30.0,1830.0
175,2024-01-26,1,1,65,7500.0,487500.0
176,2024-01-26,7,6,11,3000.0,33000.0
177,2024-01-26,44,9,27,50.0,1350.0
178,2024-01-26,24,14,56,300.0,16800.0
179,2024-01-26,31,17,34,300.0,10200.0
180,2024-01-26,1,1,71,7500.0,532500.0
181,2024-01-27,59,28,91,1200.0,109200.0
182,2024-01-27,26,15,20,400.0,8000.0
183,2024-01-27,33,18,56,320.0,17920.0
184,2024-01-27,12,8,10,800.0,8000.0
185,2024-01-28,37,3,25,600.0,15000.0
186,2024-01-28,6,5,14,1400.0,19600.0
187,2024-01-28,21,13,19,800.0,15200.0
188,2024-01-28,49,19,70,2200.0,154000.0
189,2024-01-28,29,16,55,180.0,9900.0
190,2024-01-28,80,20,17,120.0,2040.0
191,2024-01-28,1,1,65,7500.0,487500.0
192,2024-01-29,66,18,60,900.0,54000.0
193,2024-01-29,16,10,60,200.0,12000.0
194,2024-01-29,60,29,33,400.0,13200.0
195,2024-01-29,74,7,44,80.0,3520.0
196,2024-01-29,33,18,36,320.0,11520.0
197,2024-01-29,44,9,84,50.0,4200.0
198,2024-01-29,26,15,27,400.0,10800.0
199,2024-01-29,10,7,81,50.0,4050.0
200,2024-01-30,77,13,23,250.0,5750.0
201,2024-01-30,31,17,79,300.0,23700.0
202,2024-01-30,67,12,53,750.0,39750.0
203,2024-01-31,6,5,42,1400.0,58800.0
204,2024-01-31,28,16,39,150.0,5850.0
205,2024-01-31,27,15,55,500.0,27500.0
206,2024-01-31,26,15,16,400.0,6400.0
207,2024-02-01,79,15,32,60.0,1920.0
208,2024-02-01,55,24,10,1800.0,18000.0
209,2024-02-01,40,20,20,900.0,18000.0
210,2024-02-02,66,18,23,900.0,20700.0
211,2024-02-02,37,3,45,600.0,27000.0
212,2024-02-02,56,25,42,3500.0,147000.0
213,2024-02-02,79,15,86,60.0,5160.0
214,2024-02-02,66,18,71,900.0,63900.0
215,2024-02-03,31,17,64,300.0,19200.0
216,2024-02-03,26,15,36,400.0,14400.0
217,2024-02-03,22,13,14,750.0,10500.0
218,2024-02-04,15,10,94,120.0,11280.0
219,2024-02-04,41,6,93,40.0,3720.0
220,2024-02-04,74,7,63,80.0,5040.0
221,2024-02-04,15,10,26,120.0,3120.0
222,2024-02-04,59,28,30,1200.0,36000.0
223,2024-02-04,75,14,58,200.0,11600.0
224,2024-02-04,30,17,19,200.0,3800.0
225,2024-02-05,14,9,65,600.0,39000.0
226,2024-02-05,76,13,75,150.0,11250.0
227,2024-02-05,50,19,93,1800.0,167400.0
228,2024-02-05,27,15,45,500.0,22500.0
229,2024-02-06,50,19,54,1800.0,97200.0
230,2024-02-06,56,25,95,3500.0,332500.0
231,2024-02-06,34,19,26,500.0,13000.0
232,2024-02-06,73,7,48,100.0,4800.0
233,2024-02-06,52,22,55,800.0,44000.0
234,2024-02-07,15,10,45,120.0,5400.0
235,2024-02-07,77,13,29,250.0,7250.0
236,2024-02-07,59,28,98,1200.0,117600.0
237,2024-02-07,20,12,55,250.0,13750.0
238,2024-02-07,7,6,40,3000.0,120000.0
239,2024-02-08,25,14,68,200.0,13600.0
240,2024-02-08,18,11,82,1500.0,123000.0
241,2024-02-08,9,7,56,600.0,33600.0
242,2024-02-08,19,12,38,80.0,3040.0
243,2024-02-08,12,8,39,800.0,31200.0
244,2024-02-08,46,5,64,800.0,51200.0
245,2024-02-08,52,22,57,800.0,45600.0
246,2024-02-08,75,14,25,200.0,5000.0
247,2024-02-08,41,6,44,40.0,1760.0
248,2024-02-08,13,9,70,500.0,35000.0
249,2024-02-08,21,13,59,800.0,47200.0
250,2024-02-08,44,9,13,50.0,650.0
251,2024-02-08,51,21,64,1500.0,96000.0
252,2024-02-08,63,29,91,600.0,54600.0
253,2024-02-08,17,11,59,400.0,23600.0
254,2024-02-09,2,2,84,9500.0,798000.0
255,2024-02-09,7,6,45,3000.0,135000.0
256,2024-02-09,4,4,61,9000.0,549000.0
257,2024-02-09,75,14,94,200.0,18800.0
258,2024-02-09,15,10,95,120.0,11400.0
259,2024-02-09,6,5,76,1400.0,106400.0
260,2024-02-09,16,10,77,200.0,15400.0
261,2024-02-10,34,19,20,500.0,10000.0
262,2024-02-10,10,7,78,50.0,3900.0
263,2024-02-10,49,19,71,2200.0,156200.0
264,2024-02-10,12,8,99,800.0,79200.0
265,2024-02-10,77,13,29,250.0,7250.0
266,2024-02-10,14,9,27,600.0,16200.0
267,2024-02-10,6,5,15,1400.0,21000.0
268,2024-02-10,35,19,94,200.0,18800.0
269,2024-02-10,39,20,60,400.0,24000.0
270,2024-02-10,57,26,80,1500.0,120000.0
271,2024-02-10,80,20,72,120.0,8640.0
272,2024-02-11,6,5,34,1400.0,47600.0
273,2024-02-11,64,10,41,1800.0,73800.0
274,2024-02-11,21,13,12,800.0,9600.0
275,2024-02-11,76,13,32,150.0,4800.0
276,2024-02-11,15,10,61,120.0,7320.0
277,2024-02-12,44,9,52,50.0,2600.0
278,2024-02-12,6,5,16,1400.0,22400.0
279,2024-02-12,80,20,40,120.0,4800.0
280,2024-02-12,21,13,53,800.0,42400.0
281,2024-02-12,53,23,81,1200.0,97200.0
282,2024-02-12,65,18,81,450.0,36450.0
283,2024-02-12,70,19,96,80.0,7680.0
284,2024-02-12,60,29,43,400.0,17200.0
285,2024-02-13,55,24,65,1800.0,117000.0
286,2024-02-13,79,15,81,60.0,4860.0
287,2024-02-13,67,12,75,750.0,56250.0
288,2024-02-13,66,18,64,900.0,57600.0
289,2024-02-13,16,10,57,200.0,11400.0
290,2024-02-14,53,23,68,1200.0,81600.0
291,2024-02-14,54,24,37,2000.0,74000.0
292,2024-02-14,21,13,26,800.0,20800.0
293,2024-02-15,30,17,19,200.0,3800.0
294,2024-02-15,43,8,84,30.0,2520.0
295,2024-02-15,69,19,69,150.0,10350.0
296,2024-02-15,39,20,96,400.0,38400.0
297,2024-02-15,29,16,37,180.0,6660.0
298,2024-02-16,45,5,24,700.0,16800.0
299,2024-02-16,50,19,74,1800.0,133200.0
300,2024-02-16,74,7,36,80.0,2880.0
301,2024-02-16,42,6,25,60.0,1500.0
302,2024-02-16,65,18,60,450.0,27000.0
303,2024-02-16,49,19,88,2200.0,193600.0
304,2024-02-16,62,29,18,2500.0,45000.0
305,2024-02-16,29,16,41,180.0,7380.0
306,2024-02-16,17,11,81,400.0,32400.0
307,2024-02-16,26,15,68,400.0,27200.0
308,2024-02-16,80,20,69,120.0,8280.0
309,2024-02-17,47,12,74,120.0,8880.0
310,2024-02-17,61,30,22,4500.0,99000.0
311,2024-02-17,40,20,78,900.0,70200.0
312,2024-02-18,54,24,22,2000.0,44000.0
313,2024-02-18,46,5,36,800.0,28800.0
314,2024-02-18,78,15,11,400.0,4400.0
315,2024-02-18,24,14,30,300.0,9000.0
316,2024-02-18,69,19,57,150.0,8550.0
317,2024-02-18,16,10,50,200.0,10000.0
318,2024-02-18,57,26,70,1500.0,105000.0
319,2024-02-18,69,19,68,150.0,10200.0
320,2024-02-19,38,3,21,550.0,11550.0
321,2024-02-19,44,9,67,50.0,3350.0
322,2024-02-19,54,24,91,2000.0,182000.0
323,2024-02-19,60,29,50,400.0,20000.0
324,2024-02-20,79,15,90,60.0,5400.0
325,2024-02-20,79,15,97,60.0,5820.0
326,2024-02-20,19,12,41,80.0,3280.0
327,2024-02-20,37,3,23,600.0,13800.0
328,2024-02-20,46,5,70,800.0,56000.0
329,2024-02-20,8,6,98,4500.0,441000.0
330,2024-02-21,18,11,98,1500.0,147000.0
331,2024-02-22,49,19,46,2200.0,101200.0
332,2024-02-22,76,13,43,150.0,6450.0
333,2024-02-22,59,28,14,1200.0,16800.0
334,2024-02-22,35,19,22,200.0,4400.0
335,2024-02-22,31,17,38,300.0,11400.0
336,2024-02-22,76,13,99,150.0,14850.0
337,2024-02-22,35,19,99,200.0,19800.0
338,2024-02-22,17,11,67,400.0,26800.0
339,2024-02-22,56,25,14,3500.0,49000.0
340,2024-02-23,22,13,24,750.0,18000.0
341,2024-02-23,16,10,41,200.0,8200.0
342,2024-02-23,63,29,65,600.0,39000.0
343,2024-02-23,45,5,76,700.0,53200.0
344,2024-02-23,61,30,10,4500.0,45000.0
345,2024-02-23,36,2,47,1500.0,70500.0
346,2024-02-23,32,18,39,350.0,13650.0
347,2024-02-24,45,5,24,700.0,16800.0
348,2024-02-24,10,7,62,50.0,3100.0
349,2024-02-24,52,22,52,800.0,41600.0
350,2024-02-24,20,12,52,250.0,13000.0
351,2024-02-24,26,15,42,400.0,16800.0
352,2024-02-24,61,30,14,4500.0,63000.0
353,2024-02-25,36,2,87,1500.0,130500.0
354,2024-02-25,21,13,18,800.0,14400.0
355,2024-02-25,21,13,81,800.0,64800.0
356,2024-02-26,34,19,58,500.0,29000.0
357,2024-02-26,61,30,46,4500.0,207000.0
358,2024-02-26,47,12,32,120.0,3840.0
359,2024-02-27,1,1,72,7500.0,540000.0
360,2024-02-27,71,8,53,120.0,6360.0
361,2024-02-27,7,6,30,3000.0,90000.0
362,2024-02-27,12,8,15,800.0,12000.0
363,2024-02-27,13,9,95,500.0,47500.0
364,2024-02-27,30,17,73,200.0,14600.0
365,2024-02-27,1,1,50,7500.0,375000.0
366,2024-02-28,78,15,94,400.0,37600.0
367,2024-02-28,23,14,33,1200.0,39600.0
368,2024-02-28,8,6,45,4500.0,202500.0
369,2024-02-28,59,28,88,1200.0,105600.0
370,2024-02-28,40,20,12,900.0,10800.0
371,2024-02-28,28,16,85,150.0,12750.0
372,2024-02-28,18,11,59,1500.0,88500.0
373,2024-02-28,4,4,59,9000.0,531000.0
374,2024-02-28,21,13,19,800.0,15200.0
375,2024-02-29,76,13,91,150.0,13650.0
376,2024-02-29,70,19,83,80.0,6640.0
377,2024-02-29,31,17,23,300.0,6900.0
378,2024-02-29,14,9,98,600.0,58800.0
379,2024-03-01,2,2,53,9500.0,503500.0
380,2024-03-01,4,4,49,9000.0,441000.0
381,2024-03-01,65,18,81,450.0,36450.0
382,2024-03-01,64,10,96,1800.0,172800.0
383,2024-03-01,73,7,67,100.0,6700.0
384,2024-03-02,69,19,82,150.0,12300.0
385,2024-03-02,11,8,57,250.0,14250.0
386,2024-03-02,10,7,96,50.0,4800.0
387,2024-03-02,70,19,51,80.0,4080.0
388,2024-03-03,65,18,33,450.0,14850.0
389,2024-03-03,44,9,40,50.0,2000.0
390,2024-03-03,68,11,72,500.0,36000.0
391,2024-03-03,25,14,15,200.0,3000.0
392,2024-03-03,69,19,33,150.0,4950.0
393,2024-03-03,40,20,61,900.0,54900.0
394,2024-03-03,52,22,19,800.0,15200.0
395,2024-03-03,66,18,10,900.0,9000.0
396,2024-03-04,4,4,57,9000.0,513000.0
397,2024-03-04,32,18,34,350.0,11900.0
398,2024-03-05,79,15,10,60.0,600.0
399,2024-03-05,53,23,69,1200.0,82800.0
400,2024-03-05,24,14,92,300.0,27600.0
401,2024-03-05,9,7,35,600.0,21000.0
402,2024-03-05,14,9,94,600.0,56400.0
403,2024-03-05,3,4,18,12000.0,216000.0
404,2024-03-05,47,12,40,120.0,4800.0
405,2024-03-05,31,17,77,300.0,23100.0
406,2024-03-05,71,8,58,120.0,6960.0
407,2024-03-06,71,8,78,120.0,9360.0
408,2024-03-06,67,12,68,750.0,51000.0
409,2024-03-06,61,30,41,4500.0,184500.0
410,2024-03-06,77,13,39,250.0,9750.0
411,2024-03-06,58,27,97,300.0,29100.0
412,2024-03-06,21,13,80,800.0,64000.0
413,2024-03-07,43,8,50,30.0,1500.0
414,2024-03-07,72,11,72,40.0,2880.0
415,2024-03-07,55,24,89,1800.0,160200.0
416,2024-03-08,52,22,15,800.0,12000.0
417,2024-03-08,31,17,87,300.0,26100.0
418,2024-03-08,62,29,48,2500.0,120000.0
419,2024-03-08,34,19,54,500.0,27000.0
420,2024-03-08,59,28,70,1200.0,84000.0
421,2024-03-09,27,15,84,500.0,42000.0
422,2024-03-09,72,11,74,40.0,2960.0
423,2024-03-09,66,18,21,900.0,18900.0
424,2024-03-09,14,9,39,600.0,23400.0
425,2024-03-09,46,5,22,800.0,17600.0
426,2024-03-09,69,19,88,150.0,13200.0
427,2024-03-09,22,13,36,750.0,27000.0
428,2024-03-09,11,8,56,250.0,14000.0
429,2024-03-09,16,10,78,200.0,15600.0
430,2024-03-09,69,19,73,150.0,10950.0
431,2024-03-10,57,26,17,1500.0,25500.0
432,2024-03-10,61,30,33,4500.0,148500.0
433,2024-03-10,50,19,97,1800.0,174600.0
434,2024-03-10,17,11,32,400.0,12800.0
435,2024-03-11,70,19,10,80.0,800.0
436,2024-03-12,32,18,20,350.0,7000.0
437,2024-03-12,50,19,62,1800.0,111600.0
438,2024-03-12,64,10,37,1800.0,66600.0
439,2024-03-12,66,18,84,900.0,75600.0
440,2024-03-13,34,19,13,500.0,6500.0
441,2024-03-13,43,8,35,30.0,1050.0
442,2024-03-13,73,7,72,100.0,7200.0
443,2024-03-13,65,18,71,450.0,31950.0
444,2024-03-13,30,17,24,200.0,4800.0
445,2024-03-13,10,7,68,50.0,3400.0
446,2024-03-13,14,9,34,600.0,20400.0
447,2024-03-13,42,6,36,60.0,2160.0
448,2024-03-13,30,17,54,200.0,10800.0
449,2024-03-13,37,3,47,600.0,28200.0
450,2024-03-13,68,11,21,500.0,10500.0
451,2024-03-13,43,8,14,30.0,420.0
452,2024-03-13,65,18,92,450.0,41400.0
453,2024-03-14,66,18,89,900.0,80100.0
454,2024-03-14,37,3,74,600.0,44400.0
455,2024-03-14,27,15,26,500.0,13000.0
456,2024-03-14,46,5,81,800.0,64800.0
457,2024-03-15,59,28,19,1200.0,22800.0
458,2024-03-15,27,15,93,500.0,46500.0
459,2024-03-15,12,8,96,800.0,76800.0
460,2024-03-15,37,3,75,600.0,45000.0
461,2024-03-15,79,15,99,60.0,5940.0
462,2024-03-15,12,8,37,800.0,29600.0
463,2024-03-15,40,20,11,900.0,9900.0
464,2024-03-15,6,5,45,1400.0,63000.0
465,2024-03-15,12,8,74,800.0,59200.0
466,2024-03-15,33,18,83,320.0,26560.0
467,2024-03-15,28,16,78,150.0,11700.0
468,2024-03-15,69,19,54,150.0,8100.0
469,2024-03-16,33,18,55,320.0,17600.0
470,2024-03-16,68,11,35,500.0,17500.0
471,2024-03-16,61,30,62,4500.0,279000.0
472,2024-03-16,15,10,17,120.0,2040.0
473,2024-03-16,3,4,31,12000.0,372000.0
474,2024-03-16,77,13,44,250.0,11000.0
475,2024-03-16,67,12,49,750.0,36750.0
476,2024-03-17,12,8,46,800.0,36800.0
477,2024-03-17,1,1,80,7500.0,600000.0
478,2024-03-18,13,9,87,500.0,43500.0
479,2024-03-18,40,20,87,900.0,78300.0
480,2024-03-18,24,14,35,300.0,10500.0
481,2024-03-18,74,7,26,80.0,2080.0
482,2024-03-18,43,8,74,30.0,2220.0
483,2024-03-18,23,14,26,1200.0,31200.0
484,2024-03-18,49,19,40,2200.0,88000.0
485,2024-03-19,74,7,20,80.0,1600.0
486,2024-03-19,33,18,50,320.0,16000.0
487,2024-03-19,38,3,36,550.0,19800.0
488,2024-03-19,34,19,71,500.0,35500.0
489,2024-03-19,43,8,65,30.0,1950.0
490,2024-03-19,45,5,98,700.0,68600.0
491,2024-03-20,5,5,20,900.0,18000.0
492,2024-03-20,74,7,67,80.0,5360.0
493,2024-03-21,31,17,41,300.0,12300.0
494,2024-03-21,33,18,10,320.0,3200.0
495,2024-03-21,15,10,59,120.0,7080.0
496,2024-03-21,72,11,62,40.0,2480.0
497,2024-03-21,40,20,91,900.0,81900.0
498,2024-03-21,61,30,40,4500.0,180000.0
499,2024-03-22,42,6,98,60.0,5880.0
500,2024-03-22,16,10,57,200.0,11400.0
501,2024-03-22,10,7,39,50.0,1950.0
502,2024-03-22,1,1,57,7500.0,427500.0
503,2024-03-22,38,3,44,550.0,24200.0
504,2024-03-22,71,8,10,120.0,1200.0
505,2024-03-23,57,26,14,1500.0,21000.0
506,2024-03-23,2,2,31,9500.0,294500.0
507,2024-03-23,6,5,80,1400.0,112000.0
508,2024-03-23,38,3,74,550.0,40700.0
509,2024-03-23,3,4,50,12000.0,600000.0
510,2024-03-23,34,19,50,500.0,25000.0
511,2024-03-24,74,7,10,80.0,800.0
512,2024-03-24,38,3,35,550.0,19250.0
513,2024-03-24,26,15,72,400.0,28800.0
514,2024-03-24,53,23,38,1200.0,45600.0
515,2024-03-24,16,10,80,200.0,16000.0
516,2024-03-24,24,14,67,300.0,20100.0
517,2024-03-24,18,11,33,1500.0,49500.0
518,2024-03-24,76,13,72,150.0,10800.0
519,2024-03-24,57,26,18,1500.0,27000.0
520,2024-03-24,66,18,81,900.0,72900.0
521,2024-03-24,59,28,62,1200.0,74400.0
522,2024-03-24,21,13,50,800.0,40000.0
523,2024-03-25,64,10,45,1800.0,81000.0
524,2024-03-25,64,10,19,1800.0,34200.0
525,2024-03-25,52,22,78,800.0,62400.0
526,2024-03-25,33,18,96,320.0,30720.0
527,2024-03-26,51,21,99,1500.0,148500.0
528,2024-03-26,49,19,67,2200.0,147400.0
529,2024-03-26,38,3,51,550.0,28050.0
530,2024-03-26,14,9,20,600.0,12000.0
531,2024-03-26,1,1,90,7500.0,675000.0
532,2024-03-26,52,22,82,800.0,65600.0
533,2024-03-26,49,19,95,2200.0,209000.0
534,2024-03-26,15,10,76,120.0,9120.0
535,2024-03-27,1,1,51,7500.0,382500.0
536,2024-03-27,28,16,28,150.0,4200.0
537,2024-03-27,36,2,98,1500.0,147000.0
538,2024-03-27,54,24,42,2000.0,84000.0
539,2024-03-27,40,20,29,900.0,26100.0
540,2024-03-27,64,10,75,1800.0,135000.0
541,2024-03-27,24,14,60,300.0,18000.0
542,2024-03-28,69,19,75,150.0,11250.0
543,2024-03-28,14,9,34,600.0,20400.0
544,2024-03-28,40,20,50,900.0,45000.0
545,2024-03-28,60,29,97,400.0,38800.0
546,2024-03-28,17,11,17,400.0,6800.0
547,2024-03-28,78,15,67,400.0,26800.0
548,2024-03-28,73,7,85,100.0,8500.0
549,2024-03-29,52,22,78,800.0,62400.0
550,2024-03-29,54,24,29,2000.0,58000.0
551,2024-03-29,35,19,40,200.0,8000.0
552,2024-03-29,23,14,24,1200.0,28800.0
553,2024-03-29,60,29,97,400.0,38800.0
554,2024-03-29,73,7,82,100.0,8200.0
555,2024-03-30,37,3,60,600.0,36000.0
556,2024-03-30,17,11,13,400.0,5200.0
557,2024-03-30,43,8,45,30.0,1350.0
558,2024-03-30,27,15,92,500.0,46000.0
559,2024-03-30,30,17,24,200.0,4800.0
560,2024-03-30,11,8,81,250.0,20250.0
561,2024-03-30,1,1,68,7500.0,510000.0
562,2024-03-31,28,16,57,150.0,8550.0
563,2024-03-31,33,18,56,320.0,17920.0
564,2024-03-31,73,7,35,100.0,3500.0
565,2024-04-01,56,25,31,3500.0,108500.0
566,2024-04-01,15,10,88,120.0,10560.0
567,2024-04-01,69,19,76,150.0,11400.0
568,2024-04-01,48,13,75,500.0,37500.0
569,2024-04-01,38,3,69,550.0,37950.0
570,2024-04-01,44,9,53,50.0,2650.0
571,2024-04-01,5,5,96,900.0,86400.0
572,2024-04-02,35,19,67,200.0,13400.0
573,2024-04-02,13,9,16,500.0,8000.0
574,2024-04-02,9,7,63,600.0,37800.0
